Author,Year,Title,Publication,DOI,Authors,Published-print,Volume,Page
Wegner,2018,Identifying networks with common organizational principles,J Complex Netw,10.1093/comnet/cny003,"Wegner, Anatol E; Ospina-Forero, Luis; Gaunt, Robert E; Deane, Charlotte M; Reinert, Gesine",2018,6,6
Ospina-Forero,2018,Identifying networks with common organizational principles,J Complex Netw,10.1093/comnet/cny003,"Wegner, Anatol E; Ospina-Forero, Luis; Gaunt, Robert E; Deane, Charlotte M; Reinert, Gesine",2018,6,6
Reinert,2018,Identifying networks with common organizational principles,J Complex Netw,10.1093/comnet/cny003,"Wegner, Anatol E; Ospina-Forero, Luis; Gaunt, Robert E; Deane, Charlotte M; Reinert, Gesine",2018,6,6
Federici,2021,Reinforcement Learning for Robust Trajectory Design of Interplanetary Missions,J Guid Control Dyn,10.2514/1.g005794,"Zavoli, Alessandro; Federici, Lorenzo",2021,44,44
Smith,2020,Probabilistic Forecasts of Storm Sudden Commencements From Interplanetary Shocks Using Machine Learning,Space Weather,10.1029/2020sw002603,"Smith, A. W.; Rae, I. J.; Forsyth, C.; Oliveira, D. M.; Freeman, M. P.; Jackson, D. R.",2020,18,18
Trifunov,2021,A Data-Driven Approach to Partitioning Net Ecosystem Exchange Using a Deep State Space Model,IEEE Access,10.1109/access.2021.3101129,"Trifunov, Violeta Teodora; Shadaydeh, Maha; Runge, Jakob; Reichstein, Markus; Denzler, Joachim",2021,9,9
El Mendili,2020,Towards a Multi-Temporal Deep Learning Approach for Mapping Urban Fabric Using Sentinel 2 Images,Remote Sens,10.3390/rs12030423,"El Mendili, Lamiae; Puissant, Anne; Chougrad, Mehdi; Sebari, Imane",,12,12
Chougrad,2020,Towards a Multi-Temporal Deep Learning Approach for Mapping Urban Fabric Using Sentinel 2 Images,Remote Sens,10.3390/rs12030423,"El Mendili, Lamiae; Puissant, Anne; Chougrad, Mehdi; Sebari, Imane",,12,12
Lehman,2020,Making an Anthropocene Ocean: Synoptic Geographies of the International Geophysical Year (1957-1958),Ann Am Assoc Geogr,10.1080/24694452.2019.1644988,"Lehman, Jessica",2020,110,110
Memishi,2019,Cold Storage Data Archives: More Than Just a Bunch of Tapes,15TH INTERNATIONAL WORKSHOP ON DATA MANAGEMENT ON NEW HARDWARE (DAMON 2019),10.1145/3329785.3329921,"Memishi, Bunjamin; Appuswamy, Raja; Paradies, Marcus",2019,,
Appuswamy,2019,Cold Storage Data Archives: More Than Just a Bunch of Tapes,15TH INTERNATIONAL WORKSHOP ON DATA MANAGEMENT ON NEW HARDWARE (DAMON 2019),10.1145/3329785.3329921,"Memishi, Bunjamin; Appuswamy, Raja; Paradies, Marcus",2019,,
Paradies,2019,Cold Storage Data Archives: More Than Just a Bunch of Tapes,15TH INTERNATIONAL WORKSHOP ON DATA MANAGEMENT ON NEW HARDWARE (DAMON 2019),10.1145/3329785.3329921,"Memishi, Bunjamin; Appuswamy, Raja; Paradies, Marcus",2019,,
Baumeister,2020,Machine-learning Inference of the Interior Structure of Low-mass Exoplanets,Astrophys J,10.5194/egusphere-egu2020-7520,"Baumeister, Philipp; Padovan, Sebastiano; Tosi, Nicola; Montavon, Grégoire; Nettelmann, Nadine; MacKenzie, Jasmine; Godolt, Mareike",,,
Hafner,2021,"Fast, Cheap, and Turbulent-Global Ocean Modeling With GPU Acceleration in Python",J Adv Model Earth Syst,10.1029/2021ms002717,"Häfner, Dion; Nuterman, Roman; Jochum, Markus",2021,13,13
Leidner,2019,Global Remote Operation of Intelligent Space Robot Assistants,THIRTY-THIRD AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE / THIRTY-FIRST INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE CONFERENCE / NINTH AAAI SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE,10.1609/aaai.v33i01.33019863,"Leidner, Daniel; Schmaus, Peter; Schmidt, Florian; Pleintinger, Benedikt; Bayer, Ralph; Bauer, Adrian S.; Krueger, Thomas; Lii, Neal Y.",,33,33
Schmaus,2019,Global Remote Operation of Intelligent Space Robot Assistants,THIRTY-THIRD AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE / THIRTY-FIRST INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE CONFERENCE / NINTH AAAI SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE,10.1609/aaai.v33i01.33019863,"Leidner, Daniel; Schmaus, Peter; Schmidt, Florian; Pleintinger, Benedikt; Bayer, Ralph; Bauer, Adrian S.; Krueger, Thomas; Lii, Neal Y.",,33,33
Schmidt,2019,Global Remote Operation of Intelligent Space Robot Assistants,THIRTY-THIRD AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE / THIRTY-FIRST INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE CONFERENCE / NINTH AAAI SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE,10.1609/aaai.v33i01.33019863,"Leidner, Daniel; Schmaus, Peter; Schmidt, Florian; Pleintinger, Benedikt; Bayer, Ralph; Bauer, Adrian S.; Krueger, Thomas; Lii, Neal Y.",,33,33
Bayer,2019,Global Remote Operation of Intelligent Space Robot Assistants,THIRTY-THIRD AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE / THIRTY-FIRST INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE CONFERENCE / NINTH AAAI SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE,10.1609/aaai.v33i01.33019863,"Leidner, Daniel; Schmaus, Peter; Schmidt, Florian; Pleintinger, Benedikt; Bayer, Ralph; Bauer, Adrian S.; Krueger, Thomas; Lii, Neal Y.",,33,33
Krueger,2019,Global Remote Operation of Intelligent Space Robot Assistants,THIRTY-THIRD AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE / THIRTY-FIRST INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE CONFERENCE / NINTH AAAI SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE,10.1609/aaai.v33i01.33019863,"Leidner, Daniel; Schmaus, Peter; Schmidt, Florian; Pleintinger, Benedikt; Bayer, Ralph; Bauer, Adrian S.; Krueger, Thomas; Lii, Neal Y.",,33,33
Lii,2019,Global Remote Operation of Intelligent Space Robot Assistants,THIRTY-THIRD AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE / THIRTY-FIRST INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE CONFERENCE / NINTH AAAI SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE,10.1609/aaai.v33i01.33019863,"Leidner, Daniel; Schmaus, Peter; Schmidt, Florian; Pleintinger, Benedikt; Bayer, Ralph; Bauer, Adrian S.; Krueger, Thomas; Lii, Neal Y.",,33,33
Spiliopoulos,ABLE,Countering Real-Time Stream Poisoning: An architecture for detecting vessel spoofing in streams of AIS data,2018 16TH IEEE INT CONF ON DEPEN,10.1109/dasc/picom/datacom/cyberscitec.2018.00139,"Kontopoulos, Ioannis; Spiliopoulos, Giannis; Zissis, Dimitrios; Chatzikokolakis, Konstantinos; Artikis, Alexander",2018,,
Chatzikokolakis,ABLE,Countering Real-Time Stream Poisoning: An architecture for detecting vessel spoofing in streams of AIS data,2018 16TH IEEE INT CONF ON DEPEN,10.1109/dasc/picom/datacom/cyberscitec.2018.00139,"Kontopoulos, Ioannis; Spiliopoulos, Giannis; Zissis, Dimitrios; Chatzikokolakis, Konstantinos; Artikis, Alexander",2018,,
Tchorbadjieff,2019,Change Point Analysis as a Tool to Detect Abrupt Cosmic Ray Muons Variations,ADVANCED COMPUTING IN INDUSTRIAL MATHEMATICS (BGSIAM 2017),10.1007/978-3-319-97277-0_32,"Tchorbadjieff, Assen; Angelov, Ivo",2019,,
Reed,2020,"Spatial variation in bioavailable strontium isotope ratios (Sr-87/Sr-86) in Kenya and northern Tanzania: Implications for ecology, paleoanthropology, and archaeology",Paleogeogr Paleoclimatol Paleoecol,10.1016/j.palaeo.2020.109957,"Janzen, Anneke; Bataille, Clément; Copeland, Sandi R.; Quinn, Rhonda L.; Ambrose, Stanley H.; Reed, Denné; Hamilton, Marian; Grimes, Vaughan; Richards, Michael P.; le Roux, Petrus; Roberts, Patrick",2020,560,560
Hamilton,2020,"Spatial variation in bioavailable strontium isotope ratios (Sr-87/Sr-86) in Kenya and northern Tanzania: Implications for ecology, paleoanthropology, and archaeology",Paleogeogr Paleoclimatol Paleoecol,10.1016/j.palaeo.2020.109957,"Janzen, Anneke; Bataille, Clément; Copeland, Sandi R.; Quinn, Rhonda L.; Ambrose, Stanley H.; Reed, Denné; Hamilton, Marian; Grimes, Vaughan; Richards, Michael P.; le Roux, Petrus; Roberts, Patrick",2020,560,560
Tang,2021,A novel index to evaluate discretization methods: A case study of flood susceptibility assessment based on random forest,Geosci Front,10.1016/j.gsf.2021.101253,"Tang, Xianzhe; Machimura, Takashi; Liu, Wei; Li, Jiufeng; Hong, Haoyuan",2021,12,12
Silva,2021,An operational Sentinel-2 based monitoring system for the management and control of direct aids to the farmers in the context of the Common Agricultural Policy (CAP): A case study in mainland Portugal,Int J Appl Earth Obs Geoinf,10.1016/j.jag.2021.102469,"Navarro, Ana; Silva, Inês; Catalão, João; Falcão, João",2021,103,103
Catalao,2021,An operational Sentinel-2 based monitoring system for the management and control of direct aids to the farmers in the context of the Common Agricultural Policy (CAP): A case study in mainland Portugal,Int J Appl Earth Obs Geoinf,10.1016/j.jag.2021.102469,"Navarro, Ana; Silva, Inês; Catalão, João; Falcão, João",2021,103,103
Hoiem,2020,Clustering and Dimensionality-reduction Techniques Applied on Power Quality Measurement Data,2020 INTERNATIONAL CONFERENCE ON SMART ENERGY SYSTEMS AND TECHNOLOGIES (SEST),10.1109/sest48500.2020.9203294,"Rosenlund, Gjert H.; Hoiem, Kristian W.; Torsater, Bendik N.; Andresen, Christian A.",2020,,
Coca,ectr,AUTOENCODER BASED METHOD FOR MULTISPECTRAL IMAGES VISUALIZATION,Univ Politeh Buchar Sci Bull Ser C-E,10.2352/issn.2470-1173.2021.14.cvaa-014,"Padhye, Snehal A.; Messinger, David; Ferwerda, James A.",,33,33
Coca,ectr,AUTOENCODER BASED METHOD FOR MULTISPECTRAL IMAGES VISUALIZATION,Univ Politeh Buchar Sci Bull Ser C-E,10.2352/issn.2470-1173.2021.14.cvaa-014,"Padhye, Snehal A.; Messinger, David; Ferwerda, James A.",,33,33
Schrefl,2020,Computational Design of Rare-Earth Reduced Permanent Magnets,Engineering,10.1016/j.eng.2019.11.006,"Kovacs, Alexander; Fischbacher, Johann; Gusenbauer, Markus; Oezelt, Harald; Herper, Heike C.; Vekilova, Olga Yu.; Nieves, Pablo; Arapan, Sergiu; Schrefl, Thomas",2020,6,6
Pereira,2021,Ghostnet for Hyperspectral Image Classification,IEEE Trans Geosci Remote Sensing,10.1109/tgrs.2021.3050257,"Paoletti, Mercedes E.; Haut, Juan M.; Pereira, Nuno S.; Plaza, Javier; Plaza, Antonio",2021,59,59
Just,2018,Pattern Recognition Scheme for Large-Scale Cloud Detection Over Landmarks,IEEE J Sel Top Appl Earth Observ Remote Sens,10.1109/jstars.2018.2863383,"Perez-Suay, Adrian; Amoros-Lopez, Julia; Gomez-Chova, Luis; Munoz-Mari, Jordi; Just, Dieter; Camps-Valls, Gustau",2018,11,11
Klimczak,2021,Predicting Asteroid Types: Importance of Individual and Combined Features,Front Astron Space Sci,10.3389/fspas.2021.767885,"Klimczak, Hanna; Kotłowski, Wojciech; Oszkiewicz, Dagmara; DeMeo, Francesca; Kryszczyńska, Agnieszka; Wilawer, Emil; Carry, Benoit",,8,8
Christodoulou,2018,A Fuzzy Shape-Based Anomaly Detection and Its Application to Electromagnetic Data,IEEE J Sel Top Appl Earth Observ Remote Sens,10.1109/jstars.2018.2854865,"Christodoulou, Vyron; Bi, Yaxin; Wilkie, George",2018,11,11
Wilkie,2018,A Fuzzy Shape-Based Anomaly Detection and Its Application to Electromagnetic Data,IEEE J Sel Top Appl Earth Observ Remote Sens,10.1109/jstars.2018.2854865,"Christodoulou, Vyron; Bi, Yaxin; Wilkie, George",2018,11,11
Tinarelli,2019,SKA: the Authentication and Authorization System Requirements and Prototype,ASTRONOMICAL DATA ANALYSIS SOFTWARE AND SYSTEMS XXVI,10.17487/rfc2977,"Glass, S.; Hiller, T.; Jacobs, S.; Perkins, C.",,,
Knapic,2019,SKA: the Authentication and Authorization System Requirements and Prototype,ASTRONOMICAL DATA ANALYSIS SOFTWARE AND SYSTEMS XXVI,10.17487/rfc2977,"Glass, S.; Hiller, T.; Jacobs, S.; Perkins, C.",,,
Bridger,2019,SKA: the Authentication and Authorization System Requirements and Prototype,ASTRONOMICAL DATA ANALYSIS SOFTWARE AND SYSTEMS XXVI,10.17487/rfc2977,"Glass, S.; Hiller, T.; Jacobs, S.; Perkins, C.",,,
Balhar,2018,New Enabling Technologies to Observe and Characterise Urban Environments with Big Data from Space - the Urban Thematic Exploitation Platform,EXPANDING CITIES - DIMINISHING SPACE: ARE SMART CITIES THE SOLUTION OR PART OF THE PROBLEM OF CONTINUOUS URBANISATION AROUND THE GLOBE? (REAL CORP 2018),10.1109/igarss.2018.8517493,"Esch, Thomas; Asamer, Hubert; Bachofer, Felix; Balhar, Jakub; Boettcher, Martin; Boissier, Enguerran; Hirner, Andreas; Mathot, Emmanuel; Marconcini, Mattia; Metz-Marconcini, Annekatrin; Permana, Hans; Soukup, Tomas; Svaton, Vaclav; Uereyen, Soner; Zeidler, Julian",2018,,
Boissier,2018,New Enabling Technologies to Observe and Characterise Urban Environments with Big Data from Space - the Urban Thematic Exploitation Platform,EXPANDING CITIES - DIMINISHING SPACE: ARE SMART CITIES THE SOLUTION OR PART OF THE PROBLEM OF CONTINUOUS URBANISATION AROUND THE GLOBE? (REAL CORP 2018),10.1109/igarss.2018.8517493,"Esch, Thomas; Asamer, Hubert; Bachofer, Felix; Balhar, Jakub; Boettcher, Martin; Boissier, Enguerran; Hirner, Andreas; Mathot, Emmanuel; Marconcini, Mattia; Metz-Marconcini, Annekatrin; Permana, Hans; Soukup, Tomas; Svaton, Vaclav; Uereyen, Soner; Zeidler, Julian",2018,,
Mathot,2018,New Enabling Technologies to Observe and Characterise Urban Environments with Big Data from Space - the Urban Thematic Exploitation Platform,EXPANDING CITIES - DIMINISHING SPACE: ARE SMART CITIES THE SOLUTION OR PART OF THE PROBLEM OF CONTINUOUS URBANISATION AROUND THE GLOBE? (REAL CORP 2018),10.1109/igarss.2018.8517493,"Esch, Thomas; Asamer, Hubert; Bachofer, Felix; Balhar, Jakub; Boettcher, Martin; Boissier, Enguerran; Hirner, Andreas; Mathot, Emmanuel; Marconcini, Mattia; Metz-Marconcini, Annekatrin; Permana, Hans; Soukup, Tomas; Svaton, Vaclav; Uereyen, Soner; Zeidler, Julian",2018,,
Bengana,2021,Improving Land Cover Segmentation Across Satellites Using Domain Adaptation,IEEE J Sel Top Appl Earth Observ Remote Sens,10.1109/jstars.2020.3042887,"Bengana, Nadir; Heikkila, Janne",2021,14,14
Barrios,2021,Partial Discharge Identification in MV Switchgear Using Scalogram Representations and Convolutional AutoEncoder,IEEE Trans Power Deliv,10.1109/tpwrd.2020.3042934,"Barrios, Sonia; Buldain, David; Comech, Maria Paz; Gilbert, Ian",2021,36,36
Bailey,2020,Prediction of Dst During Solar Minimum Using In Situ Measurements at L5,Space Weather,10.1029/2019sw002424,"Bailey, R. L.; Möstl, C.; Reiss, M. A.; Weiss, A. J.; Amerstorfer, U. V.; Amerstorfer, T.; Hinterreiter, J.; Magnes, W.; Leonhardt, R.",2020,18,18
Stubbemann,VIII,Orometric Methods in Bounded Metric Data,ADVANCES IN INTELLIGENT DATA ANALYSIS ,10.1007/978-3-030-44584-3_39,"Stubbemann, Maximilian; Hanika, Tom; Stumme, Gerd",2020,,
Hanika,VIII,Orometric Methods in Bounded Metric Data,ADVANCES IN INTELLIGENT DATA ANALYSIS ,10.1007/978-3-030-44584-3_39,"Stubbemann, Maximilian; Hanika, Tom; Stumme, Gerd",2020,,
Stumme,VIII,Orometric Methods in Bounded Metric Data,ADVANCES IN INTELLIGENT DATA ANALYSIS ,10.1007/978-3-030-44584-3_39,"Stubbemann, Maximilian; Hanika, Tom; Stumme, Gerd",2020,,
Mariani,2021,Overview of optical observation strategies and systems: LEO and GEO measurements acquisition for position and attitude determination,2021 IEEE 8TH INTERNATIONAL WORKSHOP ON METROLOGY FOR AEROSPACE (IEEE METROAEROSPACE),10.1109/metroaerospace51421.2021.9511712,"Mariani, Lorenzo; Celesti, Paola; Curiano, Federico; Cimino, Lorenzo; di Palo, Luigi; Hossein, Shariar Hadji; Rossetti, Matteo; Bucciarelli, Mascia; Zarcone, Gaetano",2021,,
Celesti,2021,Overview of optical observation strategies and systems: LEO and GEO measurements acquisition for position and attitude determination,2021 IEEE 8TH INTERNATIONAL WORKSHOP ON METROLOGY FOR AEROSPACE (IEEE METROAEROSPACE),10.1109/metroaerospace51421.2021.9511712,"Mariani, Lorenzo; Celesti, Paola; Curiano, Federico; Cimino, Lorenzo; di Palo, Luigi; Hossein, Shariar Hadji; Rossetti, Matteo; Bucciarelli, Mascia; Zarcone, Gaetano",2021,,
Cimino,2021,Overview of optical observation strategies and systems: LEO and GEO measurements acquisition for position and attitude determination,2021 IEEE 8TH INTERNATIONAL WORKSHOP ON METROLOGY FOR AEROSPACE (IEEE METROAEROSPACE),10.1109/metroaerospace51421.2021.9511712,"Mariani, Lorenzo; Celesti, Paola; Curiano, Federico; Cimino, Lorenzo; di Palo, Luigi; Hossein, Shariar Hadji; Rossetti, Matteo; Bucciarelli, Mascia; Zarcone, Gaetano",2021,,
di Palo,2021,Overview of optical observation strategies and systems: LEO and GEO measurements acquisition for position and attitude determination,2021 IEEE 8TH INTERNATIONAL WORKSHOP ON METROLOGY FOR AEROSPACE (IEEE METROAEROSPACE),10.1109/metroaerospace51421.2021.9511712,"Mariani, Lorenzo; Celesti, Paola; Curiano, Federico; Cimino, Lorenzo; di Palo, Luigi; Hossein, Shariar Hadji; Rossetti, Matteo; Bucciarelli, Mascia; Zarcone, Gaetano",2021,,
Rossetti,2021,Overview of optical observation strategies and systems: LEO and GEO measurements acquisition for position and attitude determination,2021 IEEE 8TH INTERNATIONAL WORKSHOP ON METROLOGY FOR AEROSPACE (IEEE METROAEROSPACE),10.1109/metroaerospace51421.2021.9511712,"Mariani, Lorenzo; Celesti, Paola; Curiano, Federico; Cimino, Lorenzo; di Palo, Luigi; Hossein, Shariar Hadji; Rossetti, Matteo; Bucciarelli, Mascia; Zarcone, Gaetano",2021,,
Bucciarelli,2021,Overview of optical observation strategies and systems: LEO and GEO measurements acquisition for position and attitude determination,2021 IEEE 8TH INTERNATIONAL WORKSHOP ON METROLOGY FOR AEROSPACE (IEEE METROAEROSPACE),10.1109/metroaerospace51421.2021.9511712,"Mariani, Lorenzo; Celesti, Paola; Curiano, Federico; Cimino, Lorenzo; di Palo, Luigi; Hossein, Shariar Hadji; Rossetti, Matteo; Bucciarelli, Mascia; Zarcone, Gaetano",2021,,
Koerner,2022,Mapping invasive strawberry guava (Psidium cattleianum) in tropical forests of Mauritius with Sentinel-2 and machine learning,Int J Remote Sens,10.1080/01431161.2021.2020364,"Koerner, Lauren M.; Chadwick, Michael A.; Tebbs, Emma J.",2022,43,43
Clochard,2018,Quadri-joint inversion: Method and application to the Big Sky 9C 3D data set in northern Montana,Interpretation,10.1190/int-2018-0035.1,"Clochard, Vincent; DeVault, Bryan C.; Bowen, David; Delépine, Nicolas; Wangkawong, Kanokkarn",2018,6,6
DeVault,2018,Quadri-joint inversion: Method and application to the Big Sky 9C 3D data set in northern Montana,Interpretation,10.1190/int-2018-0035.1,"Clochard, Vincent; DeVault, Bryan C.; Bowen, David; Delépine, Nicolas; Wangkawong, Kanokkarn",2018,6,6
Bowen,2018,Quadri-joint inversion: Method and application to the Big Sky 9C 3D data set in northern Montana,Interpretation,10.1190/int-2018-0035.1,"Clochard, Vincent; DeVault, Bryan C.; Bowen, David; Delépine, Nicolas; Wangkawong, Kanokkarn",2018,6,6
Delepine,2018,Quadri-joint inversion: Method and application to the Big Sky 9C 3D data set in northern Montana,Interpretation,10.1190/int-2018-0035.1,"Clochard, Vincent; DeVault, Bryan C.; Bowen, David; Delépine, Nicolas; Wangkawong, Kanokkarn",2018,6,6
Wangkawong,2018,Quadri-joint inversion: Method and application to the Big Sky 9C 3D data set in northern Montana,Interpretation,10.1190/int-2018-0035.1,"Clochard, Vincent; DeVault, Bryan C.; Bowen, David; Delépine, Nicolas; Wangkawong, Kanokkarn",2018,6,6
Ahmed,2021,Ambient air pollution and meteorological factors escalate electricity consumption,Sci Total Environ,10.1016/j.scitotenv.2021.148841,"Sarkodie, Samuel Asumadu; Ahmed, Maruf Yakubu; Owusu, Phebe Asantewaa",2021,795,795
Ward,2018,Rhyl Field: developing a new structural model by integrating basic geological principles with advanced seismic imaging in the Irish Sea,PETROLEUM GEOLOGY OF NW EUROPE: 50 YEARS OF LEARNING - PROCEEDINGS OF THE 8TH PETROLEUM GEOLOGY CONFERENCE,10.1144/pgc8.11,"Ward, Gavin; Baker, Dean",2018,8,8
van der Velde,2018,Living on the Edge? Transformation of a Marginal Pleistocene Landscape Into a Settlement Area in the Northeastern Part of the Netherlands,Environ Archaeol,10.1080/14614103.2017.1370854,"van der Velde, Henk M.; Bos, Johanna A. A.; Kortekaas, Gert L.; Zuidhoff, Frieda S.",2018,23,23
Jevnaker,019),The Dynamics of Societal and Corporate Ideas: The Knowledge Work Design of the Future,PROCEEDINGS OF THE 20TH EUROPEAN CONFERENCE ON KNOWLEDGE MANAGEMENT (ECKM ,10.34190/km.19.055,,2019,,
Pivetta,2020,Sensitivity of gravity and topography regressions to earth and planetary structures,Tectonophysics,10.1016/j.tecto.2019.228299,"Pivetta, Tommaso; Braitenberg, Carla",2020,774,774
van der Meij,andf,Comparing geomorphological maps made manually and by deep learning,Earth Surf Process ,10.1002/esp.5305,"Meij, W. Marijn; Meijles, Erik W.; Marcos, Diego; Harkema, Tom T. L.; Candel, Jasper H. J.; Maas, Gilbert J.",,,
Coope,2021,How might Indigenous decolonization agendas inform Anthropocene historiography?,Rethink Hist,10.1080/13642529.2021.1985811,"Coope, Jonathan",2021,25,25
Diprima,2018,Efficient and automatic image reduction framework for space debris detection based on GPU technology,Acta Astronaut,10.1016/j.actaastro.2018.02.009,"Diprima, Francesco; Santoni, Fabio; Piergentili, Fabrizio; Fortunato, Vito; Abbattista, Cristoforo; Amoruso, Leonardo",2018,145,145
Fortunato,2018,Efficient and automatic image reduction framework for space debris detection based on GPU technology,Acta Astronaut,10.1016/j.actaastro.2018.02.009,"Diprima, Francesco; Santoni, Fabio; Piergentili, Fabrizio; Fortunato, Vito; Abbattista, Cristoforo; Amoruso, Leonardo",2018,145,145
Jin,2022,MultiScene: A Large-Scale Dataset and Benchmark for Multiscene Recognition in Single Aerial Images,IEEE Trans Geosci Remote Sensing,10.1109/tgrs.2021.3110314,"Hua, Yuansheng; Mou, Lichao; Jin, Pu; Zhu, Xiao Xiang",2022,60,60
Albani,2020,Long time data series and data stewardship reference model,Big Earth Data,10.1080/20964471.2020.1800893,"Albani, Mirko; Maggio, Iolanda",2020,4,4
Cayoglu,2018,Concept and Analysis of Information Spaces to improve Prediction-Based Compression,2018 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),10.1109/bigdata.2018.8622313,"Cayoglu, Ugur; Tristram, Frank; Meyer, Jorg; Kerzenmacher, Tobias; Braesicke, Peter; Streit, Achim",2018,,
Tristram,2018,Concept and Analysis of Information Spaces to improve Prediction-Based Compression,2018 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),10.1109/bigdata.2018.8622313,"Cayoglu, Ugur; Tristram, Frank; Meyer, Jorg; Kerzenmacher, Tobias; Braesicke, Peter; Streit, Achim",2018,,
Meyer,2018,Concept and Analysis of Information Spaces to improve Prediction-Based Compression,2018 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),10.1109/bigdata.2018.8622313,"Cayoglu, Ugur; Tristram, Frank; Meyer, Jorg; Kerzenmacher, Tobias; Braesicke, Peter; Streit, Achim",2018,,
Kerzenmacher,2018,Concept and Analysis of Information Spaces to improve Prediction-Based Compression,2018 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),10.1109/bigdata.2018.8622313,"Cayoglu, Ugur; Tristram, Frank; Meyer, Jorg; Kerzenmacher, Tobias; Braesicke, Peter; Streit, Achim",2018,,
Wilms,2021,A Beginner's Guide on Integrating *Omics Approaches to Study Marine Microbial Communities: Details and Discussions From Sample Collection to Bioinformatics Analysis,Front Mar Sci,10.3389/fmars.2021.692538,"Wilms, Sabrina Natalie",,8,8
Ferri,2018,The exploration of PHOBOS: Design of a Sample Return mission,Adv Space Res,10.1016/j.asr.2018.06.014,"Ferri, Antonella; Pelle, Stewart; Belluco, Maurizio; Voirin, Thomas; Gelmi, Rolando",2018,62,62
Pelle,2018,The exploration of PHOBOS: Design of a Sample Return mission,Adv Space Res,10.1016/j.asr.2018.06.014,"Ferri, Antonella; Pelle, Stewart; Belluco, Maurizio; Voirin, Thomas; Gelmi, Rolando",2018,62,62
Belluco,2018,The exploration of PHOBOS: Design of a Sample Return mission,Adv Space Res,10.1016/j.asr.2018.06.014,"Ferri, Antonella; Pelle, Stewart; Belluco, Maurizio; Voirin, Thomas; Gelmi, Rolando",2018,62,62
Voirin,2018,The exploration of PHOBOS: Design of a Sample Return mission,Adv Space Res,10.1016/j.asr.2018.06.014,"Ferri, Antonella; Pelle, Stewart; Belluco, Maurizio; Voirin, Thomas; Gelmi, Rolando",2018,62,62
Govigli,2021,Climate data for the European forestry sector: From end-user needs to opportunities for climate resilience,Clim Serv,10.1016/j.cliser.2021.100247,"Fraccaroli, Cecilia; Marini Govigli, Valentino; Briers, Siebe; Peña Cerezo, Nieves; Paz Jiménez, Jorge; Romero, Maria; Lindner, Marcus; Martínez de Arano, Inazio",2021,23,23
Jimenez,2021,Climate data for the European forestry sector: From end-user needs to opportunities for climate resilience,Clim Serv,10.1016/j.cliser.2021.100247,"Fraccaroli, Cecilia; Marini Govigli, Valentino; Briers, Siebe; Peña Cerezo, Nieves; Paz Jiménez, Jorge; Romero, Maria; Lindner, Marcus; Martínez de Arano, Inazio",2021,23,23
Kerstens,2019,Synergies Between Space and Energy: Space as a Tool to Support European Energy Goals,Space Policy,10.1016/j.spacepol.2019.01.002,"Kerstens, Nathalie; Giannopapa, Christina; Dolmans, Sharon; Reymen, Isabelle",2019,47,47
Kaercher,2018,System Design of large Optical Communication Antennas,OPTICAL DESIGN AND ENGINEERING VII,10.1117/12.2311788,"Kärcher, Hans J.; Peykar, Farroukh",2018,,
van de Kerkhof,2020,Individual Scatterer Model Learning for Satellite Interferometry,IEEE Trans Geosci Remote Sensing,10.1109/tgrs.2019.2945370,"van de Kerkhof, Bas; Pankratius, Victor; Chang, Ling; van Swol, Rob; Hanssen, Ramon F.",2020,58,58
Gilet,2021,Automatic Detection of the Thermal Electron Density From the WHISPER Experiment Onboard CLUSTER-II Mission With Neural Networks,J Geophys Res-Space Phys,10.1029/2020ja028901,"Gilet, N.; De Leon, E.; Gallé, R.; Vallières, X.; Rauch, J.‐L.; Jegou, K.; Bucciantini, L.; Savreux, V.; Décréau, P.; Henri, P.",2021,126,126
